LOCUSTAG,SPECIES,FILENAME,CONTIG_COUNT,TOTAL_LENGTH,MIN,MAX,MEDIAN,MEAN,L50,N50,L90,N90,GC_PERCENT,T2T_SCAFFOLDS,TELOMERE_FWD,TELOMERE_REV
FDCB9D24,Grosmannia huntii,Grosmannia_huntii_VPRI43530,240,28035213,2107,1099032,29206,116813.39,25,343842,90,76039,54.63,0,7,8
F3A8704B,Grosmannia penicillata,Grosmannia_penicillata_CBS_134055,40,27675917,3338,4753074,26522,691897.93,4,3492433,8,1675489,58.07,6,8,8
F2E73242,Grosmannia serpens,Grosmannia_serpens_CMW60,659,28097923,2050,371329,26012,42637.21,106,79840,359,21754,58.27,0,4,1
F5C52743,Gryganskiella cystojenkinii,Gryganskiella_cystojenkinii_1230,1950,41883735,2006,200391,13397,21478.84,332,38084,1122,10508,47.52,0,12,6
FEC9051D,Guyanagaster necrorhizus,Guyanagaster_necrorhizus_MCA_3950,147,53655809,2014,2897764,118513,365005.50,15,1338049,54,248122,45.01,0,2,0
F1134242,Guyanaporus albipodus,Guyanaporus_albipodus_G4419,418,30665546,2016,517309,38718,73362.55,66,152121,204,39704,47.93,0,1,3
F52E1DAF,Gyalolechia ehrenbergii,Gyalolechia_ehrenbergii_LIQ76CEHR,316,39665563,2356,849514,85085,125523.93,58,209326,187,61977,37.92,0,14,15
FC4150B4,Gyalolechia flavorubescens,Gyalolechia_flavorubescens_KoLRI002931,25,34454958,3753,2816824,1587518,1378198.32,9,1693300,18,870562,41.80,16,20,19
F970420B,Gymnopilus dilepis,Gymnopilus_dilepis_SRW20,2454,44535071,2007,204403,9409,18147.95,356,35378,1376,7563,49.54,0,11,7
F14565FC,Gymnopilus junonius,Gymnopilus_junonius_AH_44721,1132,59397306,2014,1659529,20282,52471.12,95,152469,586,19650,46.44,0,1,2
F394BE1D,Gymnopus androsaceus,Gymnopus_androsaceus_JB14,1776,88081618,2006,1225853,12002,49595.51,141,173066,648,24306,44.78,0,3,8
FA445580,Gyrodon lividus,Gyrodon_lividus_BX,294,42935020,2007,2324109,7133,146037.48,14,1155149,49,192070,47.63,0,2,1
FF99F81C,Gyrodon tennesseensis,Gyrodon_tennesseensis_MICH10060,6595,25612859,2001,44355,3041,3883.68,1944,3995,5401,2297,46.60,0,4,2
F162A3E2,Gyromitra accumbens,Gyromitra_accumbens_ACD0615,1512,48447904,2011,384431,14197,32042.26,188,70412,758,14090,48.97,0,5,4
FFCA65B1,Gyromitra americanigigas,Gyromitra_americanigigas_MICH352016,708,41436573,2007,806696,21097,58526.23,69,154647,304,29171,49.09,0,3,1
F94DFBA4,Gyromitra ancilis,Gyromitra_ancilis_MICH352026,1242,45221469,2001,916924,7310,36410.20,67,165477,424,15231,49.75,0,1,4
F74528AB,Gyromitra antarctica,Gyromitra_antarctica_FLAS-F-65994,780,42799897,2006,1050984,9733,54871.66,69,177215,257,35804,46.23,0,0,1
F5E97B22,Gyromitra brunnea,Gyromitra_brunnea_MICH352048,1251,39164715,2002,582462,7461,31306.73,74,145052,464,12076,50.14,0,0,1
F34CEB69,Gyromitra californica,Gyromitra_californica_MICH352088,1666,57658819,2006,1244967,7141,34609.14,71,213401,575,12116,46.91,0,1,3
FDFEA9BC,Gyromitra caroliniana,Gyromitra_caroliniana_MICH352092,1045,39370791,2006,845298,10315,37675.40,69,153268,415,14901,50.72,0,1,1
F1EA517E,Gyromitra esculenta,Gyromitra_esculenta_21701,23,47100447,904152,4207259,1770413,2047845.52,9,1970509,20,1520321,46.39,0,1,0
FB087FA4,Gyromitra fastigiata,Gyromitra_fastigiata_LE247912,1079,36891685,2008,588671,13953,34190.63,122,86929,521,14856,50.13,0,1,1
F928227F,Gyromitra korfii,Gyromitra_korfii_MICH352062,1060,44702545,2003,1268911,7020,42172.21,43,291648,308,16152,49.38,0,0,1
F68339DD,Gyromitra larryi,Gyromitra_larryi_FLAS-F-61941,1083,44231647,2080,373263,22285,40841.78,154,84340,579,19646,48.84,0,3,3
F36A162E,Gyromitra leucoxantha,Gyromitra_leucoxantha_MICH352087,1897,53941830,2003,457408,9280,28435.33,184,76628,862,11429,49.70,0,4,1
FCD1EBCC,Gyromitra martinii,Gyromitra_martinii_ACD0614,1153,44939715,2003,824110,9599,38976.34,70,162018,441,15603,49.78,0,1,1
FA20FA65,Gyromitra mcknightii,Gyromitra_mcknightii_ACD0560,1259,45940235,2005,676085,7914,36489.46,74,178183,444,15833,48.96,0,4,2
FCE9E38C,Gyromitra melaleuca,Gyromitra_melaleuca_MICH346528,859,49147997,2148,590933,26003,57215.36,112,135054,396,31690,48.28,0,8,3
F5AFAD6E,Gyromitra montana,Gyromitra_montana_MICH352043,864,41968499,2012,640135,15265,48574.65,92,134904,354,24292,49.20,0,3,6
F28EF405,Gyromitra parma,Gyromitra_parma_ACD0610,1178,40856937,2001,623954,11192,34683.31,105,103700,510,15277,50.01,0,1,0
F8C2F75E,Gyromitra perlata,Gyromitra_perlata_ACD0608,860,42244335,2022,778812,14981,49121.32,72,153021,355,21934,49.58,0,1,3
FD054B29,Gyromitra recurva,Gyromitra_recurva_ACD0538,1244,41540526,2006,1110123,4960,33392.71,59,198489,349,14589,49.84,0,0,0
FBBD7369,Gyromitra sichuanensis,Gyromitra_sichuanensis_CUP-CH002522,1262,44703925,2003,420913,17252,35423.08,181,75742,612,19030,46.69,0,6,4
F1BED1D7,Gyromitra sp. 'persicula',Gyromitra_sp._persicula_MICH346493,1324,50068120,2003,602618,9085,37815.80,98,136557,503,17002,49.63,0,1,1
F0820830,Gyromitra sp. 13 AD-2024,Gyromitra_sp._13_AD-2024_MICH346255,626,41614702,2001,736865,17536,66477.16,54,211701,225,39619,49.11,0,3,0
F401AB16,Gyromitra sp. 2 AD-2023,Gyromitra_sp._2_AD-2023_ACD0484,935,49583217,2025,659250,21323,53030.18,104,141552,432,25715,49.15,0,2,3
FCA2B3E3,Gyromitra sp. 3 AD-2023,Gyromitra_sp._3_AD-2023_ACD0548,1095,49035584,2004,731907,13830,44781.36,92,147876,462,19087,49.62,0,5,0
F78F84DB,Gyromitra sp. 4 AD-2023,Gyromitra_sp._4_AD-2023_ACD0514,1091,41857849,2001,549866,14649,38366.50,115,97774,482,18938,48.83,0,2,2
F23D2203,Gyromitra sp. 6 AD-2023,Gyromitra_sp._6_AD-2023_ARIZ-AN044228,813,46771157,2026,1005165,16121,57529.10,72,179621,316,26992,48.66,0,1,0
F9B31F1B,Gyromitra sp. 8 AD-2023,Gyromitra_sp._8_AD-2023_MICH4601,1219,41559235,2003,358935,16137,34092.89,167,76113,611,16108,48.70,0,3,3
FEC8FBA9,Gyromitra sp. 9 AD-2023,Gyromitra_sp._9_AD-2023_MICH352091,275,42491817,2001,1240925,63729,154515.70,36,376458,116,102374,46.29,0,0,0
FA27BB3E,Gyromitra sphaerospora,Gyromitra_sphaerospora_WB0618,1698,57243473,2002,1789981,7733,33712.29,80,181400,611,11569,47.20,0,3,4
F6993BE6,Gyromitra spinosospora,Gyromitra_spinosospora_LUG,2136,36756231,2003,147058,10137,17207.97,342,30235,1294,7537,49.48,0,5,3
FBA535DF,Gyromitra splendida,Gyromitra_splendida_MICH352089,808,43543570,2017,674335,10812,53890.56,68,195473,267,28744,46.34,0,2,4
F4DD30CC,Gyromitra venenata,Gyromitra_venenata_MICH352032,648,44038172,2005,829161,19505,67960.14,64,206849,246,37443,46.27,0,4,1
F2204574,Gyromitra warnei,Gyromitra_warnei_MICH352073,1311,42103900,2003,650609,10053,32115.87,118,92192,556,13907,49.64,0,1,2
F1208959,Hagleromyces aurorensis,Hagleromyces_aurorensis_CBS_13264,243,11701360,2002,271528,27653,48153.74,42,100503,129,25081,43.07,0,0,0
F207BBFB,Halenospora varia,Halenospora_varia_MPI-CAGE-AT-0135,106,55603798,2103,2872966,143378,524564.13,13,1676298,37,381343,46.54,0,0,19
FA3CC5B2,Halteromyces radiatus,Halteromyces_radiatus_CBS_162.75,22,26215609,3524,4504902,574963,1191618.59,4,3615827,9,942607,33.33,0,0,0
F4F6B3D4,Hamigera avellanea,Hamigera_avellanea_NRRL_1938,338,28191431,2004,934821,21350,83406.60,39,243105,123,54127,50.16,0,0,0
F57BFD6C,Hanseniaspora clermontiae,Hanseniaspora_clermontiae_NRRL_Y-27515,184,8626529,2039,312552,22681,46883.31,26,110063,86,30200,36.74,0,1,0
F3C24ED5,Hanseniaspora gamundiae,Hanseniaspora_gamundiae_CRUB_1928,338,10183153,2007,401383,14672,30127.67,45,63455,176,13701,36.92,0,0,0
FC443F93,Hanseniaspora guilliermondii,Hanseniaspora_guilliermondii_CBS_18551,9,9158665,11198,1729344,1028727,1017629.44,3,1326142,7,939369,31.08,0,0,0
F87B62DE,Hanseniaspora hatyaiensis,Hanseniaspora_hatyaiensis_ZIM_2327,157,9545186,2082,338923,33007,60797.36,24,124257,76,37923,36.40,0,0,0
F175D51D,Hanseniaspora jakobsenii,Hanseniaspora_jakobsenii_ZIM_2603,403,10948063,2017,202129,15436,27166.41,69,49178,235,11835,29.89,0,0,0
F3555087,Hanseniaspora lachancei,Hanseniaspora_lachancei_NRRL_Y-27514,206,8669226,2022,305028,19820,42083.62,28,104563,95,21978,35.15,0,0,0
FA116D3E,Hanseniaspora lindneri,Hanseniaspora_lindneri_CBS_285,282,10792737,2053,267350,24707,38272.12,48,71514,165,18610,36.08,0,0,0
FC32F639,Hanseniaspora menglaensis,Hanseniaspora_menglaensis_CBS_16921,8,9558054,19631,1695671,1487969,1194756.75,3,1490982,7,1006642,30.34,0,0,0
FCED5099,Hanseniaspora meyeri,Hanseniaspora_meyeri_APC_12.1,8,8767711,17078,1917773,1278704,1095963.88,3,1491847,6,947899,37.21,0,0,0
FD7B328A,Hanseniaspora mollemarum,Hanseniaspora_mollemarum_CBS_15034,48,8962907,2091,1266757,30280,186727.23,5,576203,15,151650,34.82,0,0,0
FC92353E,Hanseniaspora nectarophila,Hanseniaspora_nectarophila_CBS_13383,314,8583986,2002,202414,13822,27337.54,46,56082,162,12620,34.01,0,0,0
FAF8A88A,Hanseniaspora occidentalis,Hanseniaspora_occidentalis_CBS_6783,289,11253515,2077,316553,14009,38939.50,38,95218,126,19289,34.97,0,2,0
F17DCDB5,Hanseniaspora opuntiae,Hanseniaspora_opuntiae_AWRI3578,17,8831957,4156,1912120,232064,519526.88,3,1277918,7,450723,34.73,0,0,0
F3BCA519,Hanseniaspora osmophila,Hanseniaspora_osmophila_AWRI3579,17,11458415,9672,1932387,614824,674024.41,4,1273072,9,614824,36.72,0,0,0
F7A01D0B,Hanseniaspora pseudoguilliermondii,Hanseniaspora_pseudoguilliermondii_CBS_8772,105,8726216,2047,655146,37973,83106.82,13,217133,48,44467,34.54,0,0,0
F145DDD6,Hanseniaspora singularis,Hanseniaspora_singularis_NRRL_Y-63757,167,8747503,2027,388269,17438,52380.26,21,142395,67,34906,26.09,0,0,0
FCC4DCF0,Hanseniaspora sp. CRUB 1602,Hanseniaspora_sp._CRUB_1602_CRUB_1602,136,9361449,2165,493331,37135,68834.18,20,160257,62,42282,27.00,0,0,0
FEC71FA8,Hanseniaspora taiwanica,Hanseniaspora_taiwanica_CBS_11434,170,9830403,2022,554484,25626,57825.90,21,141876,75,39774,32.92,0,0,1
FF49ECD3,Hanseniaspora thailandica,Hanseniaspora_thailandica_ZIM_2325,250,8841333,2013,335619,7882,35365.33,28,104337,95,18387,34.48,0,0,1
F94D46B9,Hanseniaspora uvarum,Hanseniaspora_uvarum_HU-10,14,9126372,14946,1926742,627169,651883.71,3,1295517,7,627169,32.10,0,0,0
F2A33AF8,Hanseniaspora valbyensis,Hanseniaspora_valbyensis_NRRL_Y-1626,646,11462042,2007,834636,3017,17743.10,11,332595,219,4131,22.57,0,1,0
F42AB132,Hanseniaspora vineae,Hanseniaspora_vineae_T02_19AF,82,11332543,2339,763332,90544,138201.74,15,261296,42,88541,37.39,0,0,0
FB35EBCC,Hansfordia pulvinata,Hansfordia_pulvinata_414-3,64,46765099,3321,4596709,117883,730704.67,7,2948257,19,483688,57.57,1,16,16
FAC740C3,Haplographium delicatum,Haplographium_delicatum_CBS_482.67,611,40324161,2001,1266332,21181,65996.99,72,172957,241,43719,45.41,0,9,5
F884BED1,Haplosporangium bisporale,Haplosporangium_bisporale_Z_9,4132,32265120,2002,105785,5111,7808.60,813,11019,2908,3462,48.74,0,2,4
F67CED83,Haplosporangium gracile,Haplosporangium_gracile_Z_33,2022,44150746,2005,271031,14330,21835.19,367,37065,1203,10412,47.40,0,6,2
F44DA700,Haplosporangium sp. Z 11,Haplosporangium_sp._Z_11_Z_11,1096,32938495,2019,216595,17593,30053.37,177,58926,590,15366,46.96,0,1,1
FA482AEE,Haplosporangium sp. Z 27,Haplosporangium_sp._Z_27_Z_27,2639,34737005,2003,91252,8361,13162.94,482,21393,1682,5785,40.72,0,2,1
F97E7B85,Haplosporangium sp. Z 767,Haplosporangium_sp._Z_767_Z_767,1066,32980688,2008,304264,17394,30938.73,166,60669,561,15956,46.97,0,2,0
F3B85E4E,Hapsidospora chrysogena,Hapsidospora_chrysogena_ATCC_11550,419,28469811,2008,878651,24317,67947.04,49,166906,176,36624,55.25,0,7,3
FC551C9A,Harringtonia aguacate,Harringtonia_aguacate_PL1004,323,36078488,2001,2393151,24132,111698.11,23,458793,106,47280,56.72,0,3,6
FAEA20F5,Harringtonia lauricola,Harringtonia_lauricola_RL4,117,34552898,2073,4905312,14266,295323.91,5,3109663,17,435245,54.84,0,0,0
F4B35EC1,Harrya chromipes,Harrya_chromipes_MICH254595,4361,40970572,2002,273024,5323,9394.77,703,15133,2884,3779,50.07,0,13,14
F74C6441,Hawksworthiomyces lignivorus,Hawksworthiomyces_lignivorus_CBS_119148,206,43808781,2245,1326063,142698,212663.99,36,383563,116,125554,51.27,0,11,7
F4C9B4FE,Hebeloma cylindrosporum,Hebeloma_cylindrosporum_h7,146,38181996,2035,3307763,49728,261520.52,12,1068939,45,198816,45.82,0,9,4
F758E30B,Heimioporus aff. retisporus,Heimioporus_aff._retisporus_UT-M0002027,5602,48212811,2001,107739,5284,8606.36,1000,13072,3803,3573,50.00,0,5,2
F6B60C73,Heimioporus punctisporus,Heimioporus_punctisporus_UT-M0002080,6306,35856775,2001,74754,3832,5686.14,1340,7021,4752,2674,47.65,0,2,3
F9E14CD0,Heimioporus retisporus,Heimioporus_retisporus_NY1115402,7950,48537288,2001,110667,3884,6105.32,1540,7748,5880,2743,49.84,0,1,11
F861C127,Helicocarpus griseus,Helicocarpus_griseus_UAMH5409,500,31965519,2026,461675,37989,63931.04,77,125576,256,36702,47.96,0,1,3
FAC0D8D0,Helicostylum pulchrum,Helicostylum_pulchrum_KT1b,89,34739404,6314,2241229,183491,390330.38,13,946389,45,183491,34.19,0,1,0
F6438517,Heliocybe sulcata,Heliocybe_sulcata_OMC1185,69,31922441,2351,3419372,198507,462644.07,9,1171428,28,277769,52.11,0,13,6
FED4D5BC,Helminthosporium solani,Helminthosporium_solani_CBS_640.85,930,34132046,2001,375192,10208,36701.12,99,105742,362,20320,49.15,0,18,34
F9A90DEE,Mollisiaceae sp. DMI_Dod_QoI,Helotiales_sp._DMI_Dod_QoI_DMI_Dod_QoI,529,44459180,2013,1010442,23890,84043.82,55,221483,197,57977,46.74,0,7,7
FA5D59DF,Helotiales sp. F229,Helotiales_sp._F229_F229,37,85083475,3360,8347140,106369,2299553.38,7,5971555,14,2746920,39.19,8,14,10
FF3347D2,Hemileccinum hortonii,Hemileccinum_hortonii_NY2449668,6399,33271152,2001,78186,3557,5199.43,1424,6044,4930,2555,47.64,0,2,2
F8D6E922,Hemileccinum rubropunctum,Hemileccinum_rubropunctum_NY817393,2022,41137380,2001,1379804,8009,20344.90,168,50286,1035,7736,48.35,0,1,1
F9E4744C,Hemileia vastatrix,Hemileia_vastatrix_Race_I,794,747980110,4435,71415227,50022,942040.44,8,35997290,18,25694141,33.78,12,25,26
FDF0739E,Hemisphaericaspora nanyangensis,Hemisphaericaspora_nanyangensis_CBS_13020,91,14758122,2098,917053,79086,162177.16,12,380365,39,101540,34.55,0,1,0
FF722744,Henningerozyma blattae,Henningerozyma_blattae_CBS_6284,10,14048593,492930,2697332,1324051,1404859.30,4,1449145,8,956377,31.73,0,0,0
F56EB8CF,Hericium alpestre,Hericium_alpestre_DSM_108284,3291,37145102,2001,93052,7608,11286.87,652,17265,2189,5060,52.45,0,1,0
F3F6ECFC,Hericium coralloides,Hericium_coralloides_tvtc0002,307,55905675,4325,2271665,88495,182103.18,40,441150,175,75645,53.84,0,0,0
F9AEFEEF,Hericium erinaceus,Hericium_erinaceus_CS-4,45,41205484,12173,6077030,46113,915677.42,6,3208415,14,1241506,52.42,0,0,0
F901BD89,Hericium rajendrae,Hericium_rajendrae_NPCB_A08,19,46767965,191581,5307752,2306246,2461471.84,6,3238877,14,2017740,52.57,0,0,0
F042DB9A,Hermanssonia centrifuga,Hermanssonia_centrifuga_FBCC195,1120,34322511,2002,558854,12806,30645.10,133,74000,535,13862,48.86,0,1,0
F87402E5,Herpomyces periplanetae,Herpomyces_periplanetae_D._Haelew._1187d,426,14707478,2002,347628,11723,34524.60,49,96553,182,17931,40.26,0,1,0
FD722CC6,Herpotrichiellaceae sp.,Herpotrichiellaceae_sp._CTeuk-1634,557,2533336,3004,28792,3661,4548.18,188,4079,475,3142,51.40,0,0,1
FB6040EA,Herpotrichiellaceae sp. UM238,Herpotrichiellaceae_sp._UM238_UM238,185,28340819,2727,749661,106656,153193.62,34,270646,103,79424,49.84,0,4,5
F6FD6BCA,Hesseltinella vesiculosa,Hesseltinella_vesiculosa_NRRL_3301,112,27212951,2013,1790259,96411,242972.78,14,571097,44,179814,46.26,0,0,0
F870BF41,Heterobasidion annosum,Heterobasidion_annosum,14,27988318,1098503,3258266,1872454,1999165.57,5,2330625,12,1246361,52.62,0,0,0
FF90A363,Heterobasidion irregulare,Heterobasidion_irregulare_TC_32-1,15,33649967,8087,3591957,2238742,2243331.13,6,2572835,12,1764121,52.23,6,13,6
F96C0E32,Heterobasidion occidentale,Heterobasidion_occidentale_DAOMC252864,160,45208408,8006,4136843,33384,282552.55,7,2940665,24,64840,52.81,2,6,6
FC87614D,Heterobasidion parviporum,Heterobasidion_parviporum_96026,283,37730966,4087,3489690,17219,133324.97,14,630588,69,89413,52.95,0,14,14
F2F88008,Heterodermia speciosa,Heterodermia_speciosa,788,38338096,2011,803083,7616,48652.41,43,251421,211,21815,45.39,0,19,14
F47C9585,Hirschioporus fuscoviolaceus,Hirschioporus_fuscoviolaceus,12,59093390,2796681,7853651,5542395,4924449.17,5,5547787,10,2918644,48.50,2,2,7
FAFC1837,Hirsutella minnesotensis,Hirsutella_minnesotensis_3608,736,51111088,2008,1668383,17779,69444.41,35,382469,280,26337,50.80,0,1,1
FA48A60E,Hirsutella rhossiliensis,Hirsutella_rhossiliensis_HR02,40,81811784,24281,11993412,901249,2045294.60,5,6436885,17,1553886,46.50,1,6,4
F8E51281,Hirsutella thompsonii,Hirsutella_thompsonii_MTCC6686,627,34750070,2008,829589,10262,55422.76,59,188801,206,36217,52.33,0,1,3
FBAD1291,Histoplasma capsulatum,Histoplasma_capsulatum_G186AR,88,30483324,2407,3777229,33416,346401.41,6,1769553,19,280411,44.24,0,2,1
F7F57E82,Histoplasma mississippiense,Histoplasma_mississippiense_NAm1,115,32804409,2001,7343276,6188,285255.73,4,2885091,11,1161879,42.78,1,3,3
F05A6995,Histoplasma ohiense,Histoplasma_ohiense_G217B,12,39447273,25780,8217122,3485302,3287272.75,3,6680169,6,3485302,42.63,4,7,4
F5659BD7,Hohenbuehelia grisea,Hohenbuehelia_grisea_T-177,25,38874855,19611,4677584,1709166,1554994.20,5,2881227,13,1709166,51.04,7,9,14
F4259DD7,Holtermannia corniformis,Holtermannia_corniformis_JCM_1743,107,20688448,2051,1888671,25372,193349.98,11,584093,36,170825,55.24,1,8,4
FB97012B,Holtermanniella nyarrowii,Holtermanniella_nyarrowii_JCM_11471,29,17729268,2578,1765974,446578,611354.07,7,1099351,17,350351,52.67,0,0,0
F37F92FF,Homolaphlyctis polyrhiza,Homolaphlyctis_polyrhiza_JEL142,1178,19997013,2003,227101,4138,16975.39,100,60052,509,4832,49.21,0,1,0
FED4031D,Hortaea sp. C3G1500-4,Hortaea_sp._C3G1500-4_C3G1500-4,40,27804287,22766,2832346,726990,695107.18,9,1181256,23,532152,52.84,0,0,2
FC859F4B,Hortaea werneckii,Hortaea_werneckii_M-3,186,38167921,37234,2519608,81984,205203.88,18,651266,120,70939,53.06,3,29,10
F9A2EBAC,Hortiboletus campestris,Hortiboletus_campestris_MICH4999,5592,52361461,2001,178582,5033,9363.64,794,15869,3654,3614,49.31,0,6,3
FCCB50E8,Hortiboletus rubellus,Hortiboletus_rubellus_MICH10035,8971,55402600,2001,155916,4367,6175.74,1999,7692,6689,2929,49.45,0,8,7
FEBC200C,Huiozyma naganishii,Huiozyma_naganishii_CBS_8797,13,10845821,450952,1410756,770551,834293.92,5,856010,11,538562,45.87,0,0,0
F04CFDFB,Huiozyma sinensis,Huiozyma_sinensis_NRRL_Y-27222,281,11433439,2021,430457,16999,40688.40,35,98153,121,21728,46.23,0,0,0
FED36313,Huntiella abstrusa,Huntiella_abstrusa_CMW_21092,263,29403345,2060,2320194,16916,111799.79,18,420278,75,68908,48.52,0,0,1
F73AC147,Huntiella bhutanensis,Huntiella_bhutanensis_CMW_8217,321,26569511,2022,631355,28573,82771.06,41,206422,131,47905,47.99,0,0,3
FC25C181,Huntiella decipiens,Huntiella_decipiens_CMW30855,350,26363229,2014,689774,27366,75323.51,41,197771,144,44903,48.03,0,0,1
FE4DD30A,Huntiella fecunda,Huntiella_fecunda_CMW49301,204,24893377,2147,1152334,43162,122026.36,22,320262,78,76091,47.81,0,0,0
FFDCBE20,Huntiella moniliformis,Huntiella_moniliformis_CBS_118127,311,25360139,2024,807249,33961,81543.86,41,194526,139,45362,47.78,0,5,0
F6AF885F,Huntiella omanensis,Huntiella_omanensis_CMW_11056,1232,28792844,2033,234769,12709,23370.81,176,46747,666,10907,47.77,0,2,4
FB3D93CB,Huntiella savannae,Huntiella_savannae_CBS_121151,274,28461308,2017,1009776,55564,103873.39,41,224745,135,56569,48.14,0,3,1
F9BA4265,Huntiella tyalla,Huntiella_tyalla_CMW28920,205,24775016,2079,1411176,42676,120853.74,24,302606,80,80139,47.84,0,2,1
F5655B54,Hyaloraphidium curvatum,Hyaloraphidium_curvatum_SAG235-1,55,31926619,17650,1607648,607112,580483.98,18,722379,39,485554,65.11,0,0,34
F0943129,Hyaloscypha bicolor,Hyaloscypha_bicolor_E,123,82265133,2023,6473820,137234,668822.22,14,1976469,42,534213,38.53,1,13,9
F266E7AC,Hyaloscypha finlandica,Hyaloscypha_finlandica_PMI_746,548,64024341,2018,1519711,34830,116832.74,51,359327,213,55635,45.18,0,5,10
F694E500,Hyaloscypha hepaticicola,Hyaloscypha_hepaticicola_UAMH_7357,195,57304489,2010,1934267,110157,293869.17,26,700593,77,228169,41.11,0,8,6
FAE1B29E,Hyaloscypha sp. PMI_1271,Hyaloscypha_sp._PMI_1271_PMI_1271,702,62827958,2013,1792526,29955,89498.52,73,236942,292,44250,45.69,0,5,10
FAFF8EEA,Hyaloscypha variabilis,Hyaloscypha_variabilis_F,83,55842284,2192,2899349,203399,672798.60,11,2140165,30,592683,47.56,2,19,14
F4890AAD,Hydnomerulius pinastri,Hydnomerulius_pinastri_MD-312,428,38031661,2001,2444957,7554,88859.02,16,689477,79,62842,46.79,0,0,0
F181AEBB,Hydnotrya bailii,Hydnotrya_bailii_ACD0616,4749,57046882,2002,117923,7347,12012.40,857,19699,3089,5173,46.63,0,5,8
F5F7EB6D,Hydnotrya cerebriformis,Hydnotrya_cerebriformis_MICH67763,4603,61834311,2002,162716,7079,13433.48,684,25172,2779,5322,46.42,0,5,4
FABA704D,Hydnotrya cubispora,Hydnotrya_cubispora_FLAS-F-62913,3977,59461961,2002,237662,7097,14951.46,534,30782,2230,5769,46.16,0,2,2
F4B1916C,Hydnotrya sp. 1 AD-2023,Hydnotrya_sp._1_AD-2023_FLAS-F-59196,4600,63067041,2002,207886,7708,13710.23,741,23436,2850,5621,45.87,0,6,7
F177999E,Hydnotrya sp. 2 AD-2023,Hydnotrya_sp._2_AD-2023_FLAS-F-59198,5400,67374986,2002,285535,5473,12476.85,606,27051,3208,4493,46.02,0,1,4
F4195DFA,Hydnotrya sp. 3 AD-2023,Hydnotrya_sp._3_AD-2023_FLAS-F-68653,4008,66813576,2001,229723,7299,16670.05,472,37009,2224,6154,46.66,0,2,5
FA317975,Hydnotrya tulasnei,Hydnotrya_tulasnei_ACD0626,3693,56534116,2001,193724,7586,15308.45,526,31065,2149,5852,46.23,0,5,4
F90A2CAB,Hydnotrya variiformis,Hydnotrya_variiformis_FLAS-F-60223,3410,58143453,2002,156960,10039,17050.87,561,30063,2018,7465,45.79,0,0,2
FD7FE1CA,Hydnum rufescens,Hydnum_rufescens_UP504,817,66761965,2002,922706,29472,81715.99,98,220499,345,43865,46.17,0,1,4
FF525D17,Hygrocybe coccinea,Hygrocybe_coccinea,14,65184779,58664,7171764,4543363,4656055.64,6,5072114,12,3766472,46.31,5,8,9
F307AAC8,Hygrocybe conica,Hygrocybe_conica,4958,45287295,2002,1045045,4366,9134.19,469,15041,3218,3374,48.65,0,8,6
FF655EF5,Hygrocybe punicea,Hygrocybe_punicea,42,92203976,22079,9525227,34821,2195332.76,6,6794709,12,5742617,46.91,3,6,7
FAF9B352,Hygrophoropsis aurantiaca,Hygrophoropsis_aurantiaca_ATCC_28755,1877,36360209,2004,430181,6978,19371.45,163,51377,953,6877,47.68,0,1,5
FA7CAF6F,Hygrophorus pudorinus,Hygrophorus_pudorinus_MG65,8025,67198711,2001,319760,4793,8373.67,1224,12521,5458,3367,46.63,0,10,6
F9AE1261,Hygrophorus russula,Hygrophorus_russula_MG78,1689,25523184,2007,379622,6481,15111.42,170,33006,933,5568,46.99,0,1,1
F8E372F1,Hymenochaete sp. R1,Hymenochaete_sp._R1_R1,448,28412621,2058,734829,29991,63421.03,59,136454,220,31206,48.88,0,0,1
F99378B6,Hymenopellis chiangmaiae,Hymenopellis_chiangmaiae_MG56,6391,76260749,2001,316142,7796,11932.52,1178,18547,4147,5280,50.21,0,15,12
FB41C1F5,Hymenopellis radicata,Hymenopellis_radicata_IJFM_A160,1876,78479916,2006,1276362,17608,41833.64,195,104573,1024,16001,50.84,0,4,7
F881F03E,Hymenopellis raphanipes,Hymenopellis_raphanipes_CGG-A-s1,37,60215257,110182,5268481,1151809,1627439.38,8,2552576,24,879013,50.17,0,2,2
F8122562,Hymenoscyphus albidus,Hymenoscyphus_albidus,756,51176630,2030,606427,38330,67693.96,108,135308,392,35689,44.00,0,13,15
FD6B8B85,Hymenoscyphus fraxineus,Hymenoscyphus_fraxineus,51,63412076,2002,4602235,7534,1243374.04,9,3040285,18,2066721,39.47,14,18,18
F637175D,Hymenoscyphus fructigenus,Hymenoscyphus_fructigenus_CBS_650.92,353,60906921,2007,1077142,102369,172540.85,53,373842,166,113423,43.12,0,3,1
F0B94504,Hymenoscyphus herbarum,Hymenoscyphus_herbarum_CBS_466.73,467,69221292,2023,1018801,78511,148225.46,66,325154,225,83280,41.68,0,16,17
FCEA7D29,Hymenoscyphus infarciens,Hymenoscyphus_infarciens_CBS_122016,1114,67340335,2008,865062,22880,60449.13,129,158725,476,31809,37.76,0,6,10
F089B7A0,Hymenoscyphus koreanus,Hymenoscyphus_koreanus_F52847-1,1247,56837564,2002,487391,20963,45579.44,165,97525,582,24835,44.11,0,16,16
